Frontside,Flipside,Category,Level
ostentatious,"متظاهر،خودنما







showy, designed to impress or attract notice





She carried her car keys on an ostentatious gold key ring.",,0
outbreak,"ظهور،شیوع






sudden increase




There's been an outbreak of food poisoning at the hotel.

n [countable]",,0
outcome,"پى امد،حاصل ،نتیجه






result





It was impossible to predict the outcome of the election.",,0
outermost,"از اقصى نقطه ،از دورترین نقطه خارج






farthermost away





The outermost fragments were as much as 20 miles apart.

adj [only before noun]",,0
overlook,"چشم پوشى کردن







ignore




It is easy to overlook a small detail like that.",,0
overview,"بررسی اجمالی، خلاصه






summary





Before we can consider the details we need to have an overview of the whole situation.",,0
overwhelming,"طاقت فرسا،خورد کننده ،فشاراور،سخت







powerful, very great in amount





She found the city quite overwhelming when she first arrived.",,0
owing to,"بعلت ،زیرا





because of, due to





Owing to a lack of funds, the project will not continue next year.",,0
pace,"تندى ،سرعت






speed





The runner collapsed just a few paces from the finish.",,0
pacify,"ارام کردن ،فرونشاندن ،تسکین دادن






assuage, silence, soothe






They had to use drugs to pacify him.",,0
paradox,"تناقض ،بیان مغایر،اضداد






1)contrary 2)contradictory





It’s a paradox that in such a rich country there can be so much poverty.",,0
paradoxically,"به شکلی متناقض، ظاهرا






seemingly, seemingly absurd or self-contradictory





Paradoxically, the prohibition of liquor caused an increase in alcoholism.",,0
parcel out,"توزیع کردن، پخش کردن





distribute







When we got back we sent a large parcel of presents out to them.",,0
pare away,"پوست کندن





remove, peel (off), trim (something) by cutting away its outer edges,





He pared away the excess glue with a razor.",,0
particularly,"به خصوص، مخصوصا






especially





The restaurant is particularly popular with young people.",,0
partly,"تاحدى ،نسبتا






in some degree





The poor weather was partly responsible for the crash.",,0
patch,"نقطه، وصله






1)area 2) spot





a cat with a white patch on its chest


n [countable]",,0
peak,"نقطه ماکزیمم





1)top 2)highest point 3)maximum 4)time of the greatest activity 5)summit/climax





Most athletes reach their peak in their mid-20s.


n [countable]",,0
peculiar,"عجیب وغریب ،داراى اخلاق غریب ،ویژه






strange, eccentric





Some questions seem obvious and others peculiar.",,0
penetrate,"نفوذ کردن در،بداخل سرایت کردن ،رخنه کردن







enter, pierce, osmose, make a hole in





Sunlight barely penetrated the dirty windows.",,0
perceptible,"قابل درک ،ادراک شدنى، محسوس







1)noticeable 2)appreciable





His lips curved in a barely perceptible smile.",,0
peril,"خطر، مخاطره، بیم زیان







danger





They put their own lives in peril to rescue their friends.",,0
perilous,"مخاطره امیز،خطرناک







1)dangerous 2)hazardous 3)risky 4)toxic




Refugees cross the rugged San Ysidro mountains, and it is always a perilous trip.

adj, literary or formal",,0
periodically,"بصورت دوره اى ،در فواصل معین







1)from time to time 2)regularly





Teachers meet periodically to discuss progress.",,0
perishable,"،فاسد شدنى ،نابود شدنى






easy to spoil





Salt acts as a preservative in butter; sweet butter is more perishable than salted butter and is usually priced higher.",,0
